iter	Logloss
941	0.3414548672
942	0.3414014257
943	0.341333669
944	0.3412814907
945	0.3412199445
946	0.3411489318
947	0.3410814537
948	0.3410200589
949	0.3409400945
950	0.3408792619
951	0.3408115037
952	0.3407662369
953	0.3407146396
954	0.340670359
955	0.3406154665
956	0.3405425557
957	0.340490251
958	0.3404158615
959	0.3403700841
960	0.3403238474
961	0.3402813773
962	0.3402142397
963	0.3401536274
964	0.3400959453
965	0.3400373075
966	0.3399876258
967	0.3399286338
968	0.3398827126
969	0.3398521424
970	0.3397816705
971	0.339726211
972	0.3396650984
973	0.339623724
974	0.339575783
975	0.3395055049
976	0.3394653382
977	0.3394063065
978	0.3393530002
979	0.3392647203
980	0.3391942171
981	0.3391591042
982	0.3391213851
983	0.3390646573
984	0.3390386836
985	0.3389817253
986	0.3389306144
987	0.3389013079
988	0.3388273722
989	0.3387870192
990	0.338737996
991	0.3386761251
992	0.3386137996
993	0.3385740484
994	0.3385190594
995	0.3384654694
996	0.3384096161
997	0.3383640435
998	0.3383233351
999	0.3382631296
